"V1","V2","V3"
0.000285508905489784,7.41117542546032e-05,0.00108380770250455
0.0020352478402512,0.000528313193749864,0.00772650433265946
0.000561219819809528,0.000145692477414065,0.00213050684348799
0.000643477373585914,0.000167008504918458,0.00244269417244141
4.46606109146031e-05,1.15873767324433e-05,0.000169563676132063
0.000129348674128519,3.35757093714825e-05,0.000491127189669114
0.000217302734399115,5.64340839494764e-05,0.000825104243359136
0.000176363841060729,4.57958438777111e-05,0.000669670873571411
8.69666658115995e-05,2.25815430519629e-05,0.00033027940343169
0.0002212523122351,0.000281023546282396,0.00158814078595342
0.000210618833445909,0.000267498348867735,0.00151167866096863
0.000448125177544487,0.000569205164880739,0.00321682366581069
0.000281103607134262,0.000357033573858355,0.00201772851060887
0.00034110680887327,0.000433201790877761,0.00244837270676671
0.000666643166662366,0.000846748543407316,0.00478555178790787
9.74482377609452e-05,0.00051597441716105,0.00142293505476868
0.000394350156239148,0.00208794246404804,0.00575842998266247
0.00010382832503446,0.000549826958058564,0.00151630072379155
2.22543520373788e-05,0.00011781158800665,0.00032486498698199
7.48900720438752e-05,0.00039642274527649,0.00109331594602597
0.000137247829800489,0.000726524566388109,0.00200373026320233
0.000234012486782129,8.89024672168346e-05,0.000818765414344853
0.000293256154321909,0.000111404915547074,0.00102596588774922
0.000514280606297241,0.000195403510017073,0.00179956714536731
0.000137399736640335,5.22025163372872e-05,0.000480826592520905
7.4966025463798e-05,2.84740998203385e-05,0.000262401109403746
9.82077719601731e-05,3.72931612924711e-05,0.000343617356149243
8.02827648583936e-05,3.04910152242791e-05,0.000280889360695404
0.000131323463046511,4.99087694073155e-05,0.000459565103535498
3.86602907407023e-05,1.46720708796466e-05,0.000135360411242496
0.000272065150163449,0.000103376801292173,0.000951880823644791
0.000621450881808304,0.000236137291704502,0.00217461452871237
5.93196209597024e-05,2.62594476120899e-05,0.0004000065225888
0.000724595626063458,0.000320847738670008,0.00488789746470098
0.000697935975670557,0.000309023077772396,0.00470790113248291
0.000604741129425289,0.000267775180393766,0.00407930058856654
0.000224366402451935,9.9342970484292e-05,0.00151339542716
2.55963025139817e-05,8.73996675040945e-06,0.000111589802438936
0.000521951901709443,0.000231114776875081,0.00352082334062067
0.000663453123025609,0.000336192114684302,0.00337740733417252
0.000278749051116655,0.000141223625636707,0.00141897328663475
0.000983900601679878,0.000498573578381955,0.00500859933384794
0.000170363520886828,0.000123941428940196,0.00122999694664645
0.000371716037102156,0.000270424853571492,0.00268383379285975
0.000541016210110064,0.000393575335294456,0.00390590720323834
0.000627679062241973,0.000456653375868678,0.00453173450946097
4.99773503091987e-05,2.64967317772594e-05,0.000364218550445662
0.00217530594658883,0.00115335923216715,0.0158491854787116
0.000178946257338104,9.48741187069334e-05,0.00130394995181308
0.000237582297518501,0.000125997891704998,0.00173116061558817
0.000282166955013181,0.0001495681187785,0.00205562942575677
0.000131095602786743,6.94847130337982e-05,0.000954918179214134
0.00010519548659307,5.57617788148295e-05,0.000766338016039223
0.000116892313261181,5.02646956550697e-05,0.000835668958382941
5.33193007858016e-05,2.29374692997171e-05,0.00038112209448375
8.23335071963091e-05,3.53948879711152e-05,0.000588586685763711
8.31689948154598e-05,3.57508142188694e-05,0.000594793455840197
0.000336853417357593,0.00014482243547511,0.00240796267180065
0.000132310857505508,5.68691049189538e-05,0.000945674053568305
7.81560691005554e-05,3.3615256732344e-05,0.000558741365821463
9.63089364621032e-05,4.14060868220755e-05,0.000688555301676462
3.96476851996987e-05,1.70449125313415e-05,0.000283398480513557
9.88913527394783e-05,4.25134129261998e-05,0.000706647376154728
3.47866663246398e-05,1.49489024056777e-05,0.0002486669798728
1.37475690060258e-05,5.93210412923718e-06,9.85159675969775e-05
0.000596993880593164,0.000175669376947144,0.00254952985311963
0.000157679299759721,4.63890542906348e-05,0.000673500582767541
0.000267204131288391,7.86201533928235e-05,0.00114098922257089
0.000127981512569909,5.84905467142786e-05,0.000897472541272197
5.12685584478862e-05,2.34120376300561e-05,0.00035946442868495
4.21541480571509e-05,1.92595647395901e-05,0.000295415843853135
0.00018183248729517,8.30494578093206e-05,0.00127476492655982
5.62814841627906e-05,2.57057845600278e-05,0.000394724165076898
4.57239587935222e-05,2.08810065349149e-05,0.000320639100972468
6.88137984500517e-05,3.14401518849571e-05,0.000482411299774476
4.9141862690048e-05,2.24233536085166e-05,0.000344277650838231
1.83047742013934e-05,8.38404050265522e-06,0.000128361287539225
4.57239587935222e-05,2.09205538957765e-05,0.000320771159910266
0.000124107888153846,5.67109154755075e-05,0.000870136341148103
6.67630561121362e-05,3.05305625851407e-05,0.000468413052367935
0.000226569051629696,0.000103495443374758,0.00158840490382902
2.70394174925148e-05,1.23783239496749e-05,0.000189768693615089
4.61037258931362e-05,2.10787433392228e-05,0.000323412338666217
8.46121097939929e-05,3.86773189226264e-05,0.000593472866462221
9.92711198390922e-05,4.53608229082337e-05,0.000695818543255328
7.23076557665002e-05,3.30220463194203e-05,0.000506842203267024
6.4256593254684e-05,2.93836891201549e-05,0.000450717154703062
3.85083839008567e-05,1.80731439137426e-05,0.000368576495392982
4.95975832095847e-06,2.32538481866098e-06,4.7409158669323e-05
4.21541480571509e-05,1.97736804307906e-05,0.000402911819220346
2.68875106526692e-05,1.26156081148444e-05,0.000257250810829641
2.64317901331324e-05,1.24178713105365e-05,0.000252760806944524
1.98238425998493e-06,9.29362980247159e-07,1.90164870428482e-05
1.07853856290368e-05,5.0620621902824e-06,0.00010327008935769
4.04831728188494e-05,1.90222805744206e-05,0.000387460923498032
6.51680342937576e-05,3.05701099460023e-05,0.000623318186404469
1.55704510841728e-05,7.31626175939253e-06,0.000148962481835644
3.59259676234817e-05,1.68471757270336e-05,0.000343353238273648
1.52666374044817e-05,7.1580723159462e-06,0.000145793067328503
5.21799994869597e-05,2.44798163733188e-05,0.000498654549123575
2.68875106526692e-05,1.26156081148444e-05,0.000257118751891843
1.86085878810846e-06,8.73996675040945e-07,1.78279566026702e-05
1.98997960197721e-05,9.33317716333317e-06,0.00019029692936628
2.24822122971471e-05,1.05591453500422e-05,0.000215256068610018
1.0709432209114e-05,5.02251482942082e-06,0.000102609794668702
1.69376126427831e-05,7.94901953317783e-06,0.0001621683756154
8.44602029541473e-05,3.96264555833044e-05,0.000807408345694263
2.80268119515111e-05,1.31692711669065e-05,0.000268211702666838
2.64317901331324e-05,1.23783239496749e-05,0.000252628748006727
